GlyTouCanAccession,GlycomeDBID,GlycOID,Enzyme:RefSeqAccession,Enzyme:GeneID,Enzyme:GeneName,Enzyme:Description,Enzyme:TaxonomyID,Enzyme:Organism
G63333DU,14607,GOG94,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G63333DU,14607,GOG94,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G63333DU,14607,GOG94,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G63333DU,14607,GOG94,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G81085EP,14517,GOG556,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G81085EP,14517,GOG556,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G81085EP,14517,GOG556,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G81085EP,14517,GOG556,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G81085EP,14517,GOG556,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G81085EP,14517,GOG556,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G81085EP,14517,GOG556,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G81085EP,14517,GOG556,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G81085EP,14517,GOG556,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G81085EP,14517,GOG556,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G81085EP,14517,GOG556,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G81085EP,14517,GOG556,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G46992PB,38216,GOG723,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G46992PB,38216,GOG723,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G46992PB,38216,GOG723,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G46992PB,38216,GOG723,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G46992PB,38216,GOG723,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G46992PB,38216,GOG723,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G46992PB,38216,GOG723,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G46992PB,38216,GOG723,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G46992PB,38216,GOG723,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G46992PB,38216,GOG723,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G46992PB,38216,GOG723,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G46992PB,38216,GOG723,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G26881SV,13557,GOG337,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G26881SV,13557,GOG337,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G26881SV,13557,GOG337,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G26881SV,13557,GOG337,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G26881SV,13557,GOG337,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G26881SV,13557,GOG337,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G26881SV,13557,GOG337,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G11010AN,13910,GOG434,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G11010AN,13910,GOG434,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G11010AN,13910,GOG434,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G11010AN,13910,GOG434,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G11010AN,13910,GOG434,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G11010AN,13910,GOG434,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G11010AN,13910,GOG434,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G11010AN,13910,GOG434,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G11010AN,13910,GOG434,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G11010AN,13910,GOG434,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G11010AN,13910,GOG434,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G11010AN,13910,GOG434,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G27919IH,2940,GOG44,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G27919IH,2940,GOG44,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G27919IH,2940,GOG44,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G27919IH,2940,GOG44,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G27919IH,2940,GOG44,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G27919IH,2940,GOG44,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G27919IH,2940,GOG44,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G27919IH,2940,GOG44,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G15797BE,13465,GOG305,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G15797BE,13465,GOG305,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G15797BE,13465,GOG305,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G15797BE,13465,GOG305,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G15797BE,13465,GOG305,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G15797BE,13465,GOG305,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G15797BE,13465,GOG305,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G15797BE,13465,GOG305,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G15797BE,13465,GOG305,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G15797BE,13465,GOG305,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G15797BE,13465,GOG305,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G15797BE,13465,GOG305,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G55243EE,38241,GOG749,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G55243EE,38241,GOG749,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G55243EE,38241,GOG749,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G55243EE,38241,GOG749,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G55243EE,38241,GOG749,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G55243EE,38241,GOG749,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G55243EE,38241,GOG749,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G55243EE,38241,GOG749,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G55243EE,38241,GOG749,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G55243EE,38241,GOG749,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G55243EE,38241,GOG749,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G55243EE,38241,GOG749,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G55243EE,38241,GOG749,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G20502MJ,38310,GOG818,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G20502MJ,38310,GOG818,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G20502MJ,38310,GOG818,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G20502MJ,38310,GOG818,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G20502MJ,38310,GOG818,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G20502MJ,38310,GOG818,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G20502MJ,38310,GOG818,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G20502MJ,38310,GOG818,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G96063MG,13532,GOG312,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G96063MG,13532,GOG312,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G96063MG,13532,GOG312,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G96063MG,13532,GOG312,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G96063MG,13532,GOG312,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G96063MG,13532,GOG312,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G96063MG,13532,GOG312,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G50489VC,13747,GOG377,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G50489VC,13747,GOG377,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G50489VC,13747,GOG377,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G50489VC,13747,GOG377,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G50489VC,13747,GOG377,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G50489VC,13747,GOG377,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G50489VC,13747,GOG377,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G50489VC,13747,GOG377,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G50489VC,13747,GOG377,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G50489VC,13747,GOG377,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G50489VC,13747,GOG377,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G50489VC,13747,GOG377,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G50489VC,13747,GOG377,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G63546MJ,38118,GOG625,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G63546MJ,38118,GOG625,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G63546MJ,38118,GOG625,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G63546MJ,38118,GOG625,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G63546MJ,38118,GOG625,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G63546MJ,38118,GOG625,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G63546MJ,38118,GOG625,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G63546MJ,38118,GOG625,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G63546MJ,38118,GOG625,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G63546MJ,38118,GOG625,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G63546MJ,38118,GOG625,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G63546MJ,38118,GOG625,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G63546MJ,38118,GOG625,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G14047PA,9474,GOG237,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G14047PA,9474,GOG237,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G14047PA,9474,GOG237,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G14047PA,9474,GOG237,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G14047PA,9474,GOG237,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G14047PA,9474,GOG237,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G14047PA,9474,GOG237,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G14047PA,9474,GOG237,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G14047PA,9474,GOG237,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G14047PA,9474,GOG237,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G14047PA,9474,GOG237,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G14047PA,9474,GOG237,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G50730KL,14459,GOG527,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G50730KL,14459,GOG527,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G50730KL,14459,GOG527,NM_145939,208624,Alg3,"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G50730KL,14459,GOG527,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G50730KL,14459,GOG527,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G50730KL,14459,GOG527,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G50730KL,14459,GOG527,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G96113SZ,14245,GOG508,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G96113SZ,14245,GOG508,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G96113SZ,14245,GOG508,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G96113SZ,14245,GOG508,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G96113SZ,14245,GOG508,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G96113SZ,14245,GOG508,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G96113SZ,14245,GOG508,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G96113SZ,14245,GOG508,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G79457WN,13381,GOG271,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G79457WN,13381,GOG271,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G79457WN,13381,GOG271,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G79457WN,13381,GOG271,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G79457WN,13381,GOG271,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G79457WN,13381,GOG271,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G79457WN,13381,GOG271,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G79457WN,13381,GOG271,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G61751GZ,1865,GOG134,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G61751GZ,1865,GOG134,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G61751GZ,1865,GOG134,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G61751GZ,1865,GOG134,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G61751GZ,1865,GOG134,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G61751GZ,1865,GOG134,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G30460NZ,7615,GOG83,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G30460NZ,7615,GOG83,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G30460NZ,7615,GOG83,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G30460NZ,7615,GOG83,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G30460NZ,7615,GOG83,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G30460NZ,7615,GOG83,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G30460NZ,7615,GOG83,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G30460NZ,7615,GOG83,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G30460NZ,7615,GOG83,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G30460NZ,7615,GOG83,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G30460NZ,7615,GOG83,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G30460NZ,7615,GOG83,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G30460NZ,7615,GOG83,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G98140IX,2278,GOG152,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G98140IX,2278,GOG152,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G98140IX,2278,GOG152,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G98140IX,2278,GOG152,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G98140IX,2278,GOG152,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G98140IX,2278,GOG152,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G89036WC,38372,GOG881,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G89036WC,38372,GOG881,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G89036WC,38372,GOG881,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G89036WC,38372,GOG881,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G89036WC,38372,GOG881,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G89036WC,38372,GOG881,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G89036WC,38372,GOG881,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G89036WC,38372,GOG881,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G89036WC,38372,GOG881,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G89036WC,38372,GOG881,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G89036WC,38372,GOG881,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G85287EJ,38140,GOG647,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G85287EJ,38140,GOG647,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G85287EJ,38140,GOG647,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G85287EJ,38140,GOG647,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G85287EJ,38140,GOG647,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G85287EJ,38140,GOG647,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G85287EJ,38140,GOG647,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G85287EJ,38140,GOG647,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G85287EJ,38140,GOG647,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G85287EJ,38140,GOG647,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G85287EJ,38140,GOG647,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G85287EJ,38140,GOG647,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G85287EJ,38140,GOG647,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G10965EB,38366,GOG875,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G10965EB,38366,GOG875,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G10965EB,38366,GOG875,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G10965EB,38366,GOG875,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G10965EB,38366,GOG875,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
